date,Day,Holiday,ADR_Model,ADR_Confirmation,ADR_True_False,ADR Mid Trans,ADR Mid Box,ADR Mid Session,ODR_Model,ODR_CONF_TIME,ODR_Confirmation,ODR_True_False,ODR Box Color,ODR MAX RET TIME,ODR MAX EXT TIME,ODR Close Price,ODR Close Location,ODR Mid Trans,ODR Mid Box,ODR Mid Session,TRANS MAX RET,TRANS MAX EXT,TRANS LOW TIME,TRANS HIGH TIME,RDR_Model,RDR Box Color,RDR_Confirmation,RDR_True_False,RDR_CONF_TIME,RDR IDR MID,RDR DR MID,rdr_idr_highSD,rdr_idr_lowSD,ADR Mid RDR Trans,ADR Mid RDR Box,ADR Mid RDR Session,time_of_day_max_price,time_of_day_min_price
11/30/2023,Thursday,No,UXP/UX,Short,FALSE,intact,intact,intact,UXP,5:30,Long,TRUE,red,6:45,5:15,-0.462,Inside,broken,intact,broken,-0.538,0.769,8:30,8:40,UX,red,Short,TRUE,10:30,0.515,0.423,1.108,-0.077,intact,intact,broken,06:10,11:55
11/29/2023,Wednesday,No,UXP/UX,Short,TRUE,intact,broken,broken,D,4:30,Long,TRUE,green,5:00,8:15,1.532,Above,intact,broken,broken,0.596,1.638,9:05,8:40,RX,red,Long,TRUE,12:00,-0.691,-0.691,0.957,-2.34,intact,broken,broken,15:05,10:25
11/28/2023,Tuesday,No,RC,Long,FALSE,intact,broken,broken,U,4:30,Long,FALSE,green,8:15,8:15,-1.082,Inside,broken,broken,intact,-1.51,0.51,8:45,9:10,UX,green,Long,TRUE,10:30,0.184,0.122,0.816,-0.449,broken,intact,intact,12:45,08:25
11/27/2023,Monday,No,DXP/DX,Short,TRUE,intact,intact,intact,DXP,4:00,Long,FALSE,green,5:45,5:00,0.024,Inside,broken,broken,broken,-0.927,0.78,8:55,9:05,UX,green,Long,FALSE,10:35,0.573,0.598,1.61,-0.463,intact,broken,broken,10:35,05:50
11/22/2023,Wednesday,No,UXP/UX,Short,TRUE,broken,broken,intact,D,4:00,Short,TRUE,red,4:30,8:15,11.37,Below,intact,intact,intact,9.741,13.148,9:25,8:30,DXP,red,Long,TRUE,11:10,12.5,12.426,11.111,13.889,intact,intact,intact,20:25,10:10
11/21/2023,Tuesday,No,RC,Short,TRUE,intact,intact,broken,DXP,4:00,Short,FALSE,red,5:30,6:15,-0.447,Inside,broken,broken,broken,-1.474,0.5,8:45,9:20,RX,green,Long,TRUE,10:40,-0.461,-0.382,-1.026,0.105,broken,intact,broken,14:05,08:45
11/20/2023,Monday,No,UXP/UX,Long,TRUE,intact,intact,intact,UXP,5:15,Long,TRUE,red,5:45,4:15,3.5,Above,intact,intact,intact,2.5,4.25,9:20,9:00,UXP,green,Long,TRUE,11:20,3.359,3.297,4.469,2.25,intact,intact,intact,13:25,20:00
11/17/2023,Friday,No,DXP/DX,NO_CONF,NO_CONF,broken,broken,intact,U,4:00,Long,TRUE,green,4:15,8:15,1.054,Above,intact,intact,intact,0.036,1.5,9:00,9:20,UXP,green,Long,TRUE,10:35,1.893,1.795,2.411,1.375,intact,intact,intact,14:10,20:05
11/16/2023,Thursday,No,DXP/DX,Short,TRUE,broken,broken,broken,DX,4:15,Long,TRUE,green,7:15,6:45,0.24,Inside,broken,intact,intact,-3.4,0.48,9:25,8:30,DXP,red,Short,TRUE,11:15,-4.45,-4.35,-3.46,-5.44,broken,intact,intact,06:25,13:05
11/15/2023,Wednesday,No,DXP/DX,Long,TRUE,intact,broken,broken,U,4:00,Short,TRUE,red,8:00,7:15,0.923,Below,intact,intact,intact,0.654,4.192,9:20,8:30,DXP,green,Long,FALSE,10:40,3.077,3.154,2.577,3.577,intact,intact,intact,01:45,15:15
11/14/2023,Tuesday,No,UXP/UX,Short,TRUE,intact,broken,intact,DX,4:30,Short,TRUE,green,5:45,7:00,1.2,Below,broken,intact,broken,-3.333,1.567,8:30,9:05,UXP,green,Long,FALSE,10:35,-3.35,-3.217,-4.267,-2.433,broken,intact,broken,10:45,08:30
11/13/2023,Monday,No,D,Short,TRUE,intact,broken,intact,D,4:00,Long,TRUE,green,4:45,7:45,0.86,Above,intact,intact,intact,0.316,1.404,8:40,9:05,UXP,green,Long,TRUE,11:15,1.544,1.421,2.035,1.053,intact,intact,intact,15:40,03:25
11/10/2023,Friday,No,DXP/DX,Long,TRUE,intact,intact,intact,UXP,4:30,Long,TRUE,green,5:15,8:15,0.659,Above,intact,intact,intact,0.341,1.415,8:30,8:55,UXP,green,Long,TRUE,11:05,1.159,1.195,1.561,0.756,intact,intact,intact,13:00,19:30
11/9/2023,Thursday,No,DXP/DX,Long,FALSE,intact,broken,broken,UX,7:00,Short,FALSE,green,8:15,7:45,-1.485,Above,intact,intact,broken,-2.364,-0.879,9:00,9:10,UXP,green,Long,FALSE,10:30,-2.258,-2.182,-3.394,-1.121,intact,intact,broken,10:45,00:30
11/8/2023,Wednesday,No,DXP/DX,Long,TRUE,intact,intact,broken,UX,5:00,Short,TRUE,green,5:00,5:15,2.031,Below,intact,intact,intact,0.188,2.281,8:30,9:15,DX,red,Short,TRUE,10:30,1.109,1.141,-0.219,2.438,broken,broken,intact,21:30,12:55
11/7/2023,Tuesday,No,DXP/DX,Short,TRUE,intact,intact,intact,DXP,4:00,Short,TRUE,red,7:45,4:30,0.341,Below,broken,intact,intact,-0.756,1.317,9:25,8:45,DXP,red,Short,TRUE,11:35,1.573,1.622,1.049,2.098,intact,intact,intact,19:45,15:15
11/6/2023,Monday,No,DXP/DX,NO_CONF,NO_CONF,intact,intact,intact,UXP,4:00,Long,TRUE,green,8:15,6:15,-0.943,Inside,broken,broken,broken,-1.657,1,8:30,9:05,UX,green,Short,TRUE,10:55,0.486,0.429,1.114,-0.143,intact,intact,broken,10:25,14:25
11/3/2023,Friday,No,UXP/UX,Short,FALSE,intact,intact,broken,UX,4:00,Long,FALSE,green,6:00,5:15,0.464,Above,broken,intact,intact,-5.5,2.286,9:25,8:35,DXP,red,Short,TRUE,10:30,-3.679,-3.446,-1.929,-5.429,broken,broken,intact,08:35,14:20
11/2/2023,Thursday,No,DXP/DX,Long,TRUE,intact,intact,broken,UXP,4:15,Long,FALSE,green,8:00,6:00,-1.125,Inside,broken,broken,broken,-3.813,-0.5,9:10,8:45,RX,green,Long,TRUE,11:55,-0.016,-0.141,1.281,-1.313,broken,broken,broken,13:30,09:10
11/1/2023,Wednesday,No,DXP/DX,Short,FALSE,broken,broken,broken,UX,4:15,Short,FALSE,green,8:00,8:15,-6.304,Above,intact,intact,broken,-9,-5.739,9:00,9:10,UXP,red,Short,TRUE,11:15,-6.522,-6.435,-7.13,-5.913,intact,intact,broken,09:10,14:10
10/31/2023,Tuesday,No,DXP/DX,Short,TRUE,broken,broken,broken,D,4:15,Long,TRUE,red,8:15,8:00,-0.441,Inside,broken,broken,broken,-1.029,0.882,9:25,9:00,RX,green,Short,TRUE,13:00,-0.574,-0.662,1.088,-2.235,broken,broken,broken,10:15,14:30
10/30/2023,Monday,No,UXP/UX,Long,FALSE,intact,intact,broken,DX,5:15,Short,FALSE,red,6:00,4:30,-0.19,Inside,broken,broken,intact,-0.793,0.448,9:10,9:15,DX,red,Short,TRUE,10:30,0.397,0.379,-0.397,1.19,intact,intact,intact,21:10,13:20
10/27/2023,Friday,No,RC,Long,TRUE,intact,intact,intact,UXP,4:15,Long,TRUE,red,7:45,5:00,0.571,Above,broken,broken,broken,-2.114,0.943,8:50,8:35,DXP,red,Long,TRUE,12:55,-2.643,-2.3,-1.714,-3.571,intact,broken,broken,14:05,10:00
10/26/2023,Thursday,No,UXP/UX,Long,FALSE,intact,broken,intact,D,5:15,Short,TRUE,green,5:30,5:00,2.605,Below,intact,intact,intact,1.355,2.763,8:30,9:05,DXP,green,Long,TRUE,10:35,1.474,1.605,0.987,1.961,intact,intact,intact,20:35,08:20
10/25/2023,Wednesday,No,DXP/DX,Short,TRUE,intact,intact,broken,DXP,4:15,Long,TRUE,green,6:30,5:30,2.348,Above,intact,broken,broken,0.522,2.696,9:00,8:30,RX,red,Short,FALSE,10:30,0.13,0.087,1.478,-1.217,broken,broken,broken,15:20,11:05
10/24/2023,Tuesday,No,DXP/DX,Short,TRUE,intact,broken,broken,D,4:00,Short,TRUE,green,5:45,5:30,1.5,Below,intact,intact,intact,0.625,3.125,9:25,8:55,DXP,red,Short,TRUE,10:40,3.172,3.328,2.656,3.687,intact,intact,intact,19:30,12:10
10/23/2023,Monday,No,DXP/DX,Short,TRUE,intact,intact,broken,DX,4:00,Long,TRUE,green,7:00,4:30,0.75,Above,broken,broken,broken,-1.232,0.768,9:10,8:30,D,red,Short,TRUE,11:30,-0.723,-0.768,-0.196,-1.25,broken,intact,intact,05:00,13:00
10/20/2023,Friday,No,UXP/UX,Short,FALSE,broken,broken,broken,RX,4:15,Long,TRUE,red,8:15,4:15,-0.4,Inside,broken,broken,broken,-0.8,0.625,9:15,9:00,RX,red,Short,TRUE,12:55,-0.45,-0.35,0.55,-1.45,broken,broken,broken,05:10,14:10
10/19/2023,Thursday,No,U,Short,TRUE,broken,broken,intact,D,4:00,Short,TRUE,red,8:00,8:15,-0.561,Inside,broken,broken,broken,-0.671,-0.085,9:10,8:30,D,green,Long,TRUE,10:55,-0.317,-0.268,-0.707,0.073,intact,intact,broken,15:30,05:30
10/18/2023,Wednesday,No,UXP/UX,Long,TRUE,broken,broken,broken,RC,4:15,Long,TRUE,green,8:15,8:15,-1.24,Inside,broken,broken,broken,-3.56,-0.12,9:10,8:50,RX,red,Long,TRUE,12:50,-0.94,-1.06,0.08,-1.96,broken,broken,broken,05:30,09:10
